node_order,node_id,node_lat,node_lon,dist_from_prev,dist_to_next,cuml_dist
0,start,33.7900632,-84.3877407,0.0,0.010382137615438805,0.0
1,69372828,33.789917,-84.387783,0.010382137615438805,0.08119882717028956,0.010382137615438805
2,69290394,33.791093,-84.387774,0.08119882717028956,0.009797532580362497,0.09158096478572837
3,6696823156,33.7912349,-84.3877743,0.009797532580362497,0.007774500828923058,0.10137849736609086
4,1278546075,33.7913475,-84.3877745,0.007774500828923058,0.02112095387805153,0.10915299819501392
5,5999006952,33.7916534,-84.387775,0.02112095387805153,0.014582369627176007,0.13027395207306544
6,69372832,33.7918646,-84.3877754,0.014582369627176007,0.08191046689943093,0.14485632170024146
7,4165941633,33.7924426,-84.3865288,0.08191046689943093,0.010001626580576786,0.2267667885996724
8,69515896,33.7925132,-84.3863766,0.010001626580576786,0.00585058668127985,0.2367684151802492
9,4165941636,33.7924388,-84.3863278,0.00585058668127985,0.06101395010205472,0.24261900186152904
10,6694977817,33.7916624,-84.38582,0.06101395010205472,0.011701778424515717,0.30363295196358375
11,6694977836,33.7915135,-84.3857226,0.011701778424515717,0.02652437475209209,0.31533473038809945
12,5411857664,33.791176,-84.3855018,0.02652437475209209,0.032852949423674074,0.3418591051401915
13,4165941643,33.7907588,-84.3852265,0.032852949423674074,0.006652980361591695,0.3747120545638656
14,69392941,33.7906742,-84.385171,0.006652980361591695,0.004457945164744436,0.38136503492545726
15,4165941640,33.7906177,-84.3851334,0.004457945164744436,0.04772446857730259,0.3858229800902017
16,6697403659,33.7900144,-84.3847275,0.04772446857730259,0.024159667407891293,0.4335474486675043
17,69515894,33.789709,-84.384522,0.024159667407891293,0.007986337265374115,0.45770711607539555
18,4229149051,33.7896078,-84.3844546,0.007986337265374115,0.006146532668125966,0.46569345334076967
19,4229149053,33.7895191,-84.3844455,0.006146532668125966,0.03258733853281278,0.47183998600889565
20,4229149052,33.789091,-84.3842064,0.03258733853281278,0.006796287448905798,0.5044273245417085
21,1278546096,33.7890284,-84.384115,0.006796287448905798,0.005179727882995275,0.5112236119906143
22,1278546077,33.7889575,-84.3840855,0.005179727882995275,0.011105451559459485,0.5164033398736095
23,1278546126,33.788806,-84.3840205,0.011105451559459485,0.016574871152351317,0.5275087914330691
24,4165941651,33.7885785,-84.3839283,0.016574871152351317,0.009411054918594418,0.5440836625854204
25,69232977,33.7884511,-84.38387,0.009411054918594418,0.006608855787670546,0.5534947175040148
26,4165941656,33.7883604,-84.3838332,0.006608855787670546,0.017465059419224785,0.5601035732916854
27,69515873,33.7881205,-84.3837367,0.017465059419224785,0.007416531721256307,0.5775686327109102
28,4229153489,33.7880131,-84.3837345,0.007416531721256307,0.021966234052479765,0.5849851644321665
29,69515872,33.7877118,-84.3836116,0.021966234052479765,0.008569108576583793,0.6069513984846463
30,2390850312,33.7876229,-84.3835074,0.008569108576583793,0.05400750548691744,0.6155205070612301
31,2390850322,33.78687,-84.3832522,0.05400750548691744,0.011894126359464494,0.6695280125481475
32,3602660762,33.7867044,-84.3831951,0.011894126359464494,0.008920200807217699,0.681422138907612
33,69421277,33.7865802,-84.3831523,0.008920200807217699,0.00859260609298025,0.6903423397148297
34,3602660753,33.7864569,-84.383132,0.00859260609298025,0.035466214058484574,0.69893494580781
35,69515870,33.785948,-84.383048,0.035466214058484574,0.02975273704544976,0.7344011598662946
36,3602660743,33.785518,-84.3830142,0.02975273704544976,0.004433539145005557,0.7641538969117444
37,69249210,33.7854538,-84.3830127,0.004433539145005557,0.0047995214722558275,0.76858743605675
38,3602660735,33.7853843,-84.3830111,0.0047995214722558275,0.04336867276263903,0.7733869575290058
39,69515868,33.7847562,-84.3830171,0.04336867276263903,0.020536571740786286,0.8167556302916448
40,69515865,33.7844594,-84.3830405,0.020536571740786286,0.0029277999147218478,0.837292202032431
41,4165941938,33.7844186,-84.3830544,0.0029277999147218478,0.006277265384731771,0.8402200019471529
42,69387071,33.7843311,-84.3830841,0.006277265384731771,0.005355561432177837,0.8464972673318846
43,4165941942,33.7842563,-84.3831088,0.005355561432177837,0.0027200102140931956,0.8518528287640624
44,69515861,33.7842183,-84.3831213,0.0027200102140931956,0.015127024544490702,0.8545728389781556
45,69515858,33.7840234,-84.3832417,0.015127024544490702,0.040573783765340495,0.8696998635226463
46,69515856,33.7835497,-84.3836601,0.040573783765340495,0.017070617272550204,0.9102736472879868
47,69515855,33.7833299,-84.3837963,0.017070617272550204,0.002002880002693944,0.927344264560537
48,4165941963,33.7833026,-84.3838081,0.002002880002693944,0.0064554600706126335,0.929347144563231
49,69227168,33.7832146,-84.3838461,0.0064554600706126335,0.006867504700592513,0.9358026046338436
50,4165941968,33.7831694,-84.3837395,0.006867504700592513,0.008518159769212635,0.9426701093344361
51,2087657868,33.7831133,-84.3836073,0.008518159769212635,0.012123343506754175,0.9511882691036487
52,2087657867,33.7830482,-84.3834111,0.012123343506754175,0.01010510585243085,0.9633116126104029
53,2087657866,33.7830274,-84.3832368,0.01010510585243085,0.00564113504593293,0.9734167184628337
54,5416485123,33.7830275,-84.3831385,0.00564113504593293,0.04025690936032106,0.9790578535087666
55,4165941953,33.7830279,-84.382437,0.04025690936032106,0.004935276932358473,1.0193147628690877
56,69227178,33.783028,-84.382351,0.004935276932358473,0.004304021906604153,1.0242500398014462
57,4165941957,33.7830279,-84.382276,0.004304021906604153,0.025387966396901527,1.0285540617080504
58,5416547098,33.7830276,-84.3818336,0.025387966396901527,0.050936616284771565,1.0539420281049519
59,69227179,33.783027,-84.380946,0.050936616284771565,0.024103569341149995,1.1048786443897234
60,5416485161,33.7830237,-84.380526,0.024103569341149995,0.023108653767786612,1.1289822137308734
61,5416485160,33.783343,-84.3804053,0.023108653767786612,0.0074838348703106,1.15209086749866
62,end,33.7832374,-84.3804347,0.0074838348703106,0.0,1.1595747023689706
